id,feedback,prediction,confidence
1651,是,0,0.9995524287223816
1652,是,0,0.9995524287223816
1653,是,0,0.9995524287223816
1654,是,0,0.9995524287223816
1655,是,0,0.9995524287223816
1656,是,0,0.9995524287223816
1657,是,0,0.9995524287223816
1658,是,0,0.9995524287223816
1659,是,0,0.9995524287223816
1660,是,0,0.9995524287223816
1661,是,0,0.9995524287223816
1662,是,0,0.9995524287223816
1663, 符合題目要求,1,0.999671459197998
1664,編譯成功,0,0.9995511174201965
1665,,0,0.0
1666,是,0,0.9995524287223816
1667,是,0,0.9995524287223816
1668,沒有寫註解,1,0.999671459197998
1669,是,0,0.9995524287223816
1670,是,0,0.9995524287223816
1671,是,0,0.9995524287223816
1672,是,0,0.9995524287223816
1673,是,0,0.9995524287223816
1674,是,0,0.9995524287223816
1675,是,0,0.9995524287223816
1676,是,0,0.9995524287223816
1677,是,0,0.9995524287223816
1678,符合題目要求,1,0.999671459197998
1679,編譯成功,0,0.9995511174201965
1680,,0,0.0
1681,pass,0,0.9995524287223816
1682,pass,0,0.9995524287223816
1683,pass,0,0.9995524287223816
1684,pass,0,0.9995524287223816
1685,pass,0,0.9995524287223816
1686,pass,0,0.9995524287223816
1687,pass,0,0.9995524287223816
1688,pass,0,0.9995524287223816
1689,"建議註解寫在該程式附近,而不是都放在同一處",1,0.9996713399887085
1690,是,0,0.9995524287223816
1691,是,0,0.9995524287223816
1692,是,0,0.9995524287223816
1693,"please use String as a type in fight()function,not void",1,0.999671459197998
1694,pass,0,0.9995524287223816
1695,pass,0,0.9995524287223816
1696,pass,0,0.9995524287223816
1697,pass,0,0.9995524287223816
1698,pass,0,0.9995524287223816
1699,pass,0,0.9995524287223816
1700,pass,0,0.9995524287223816
1701,pass,0,0.9995524287223816
1702,功能齊全,0,0.9995520710945129
1703,成功編譯,0,0.9995496869087219
1704,排版整齊,1,0.9996713399887085
1705,括號一致,0,0.9995521903038025
1706,是,0,0.9995524287223816
1707,是,0,0.9995524287223816
1708,是,0,0.9995524287223816
1709,是,0,0.9995524287223816
1710,註解詳盡,1,0.9996713399887085
1711,輸出格式不符合,1,0.999671459197998
1712,是,0,0.9995524287223816
1713,是,0,0.9995524287223816
1714,括號不一致,0,0.9995513558387756
1715,是,0,0.9995524287223816
1716,是,0,0.9995524287223816
1717,是,0,0.9995524287223816
1718,是,0,0.9995524287223816
1719,是,0,0.9995524287223816
1720,,0,0.0
1721,,0,0.0
1722,,0,0.0
1723,PASS,0,0.9995524287223816
1724,PASS,0,0.9995524287223816
1725,PASS,0,0.9995524287223816
1726,PASS,0,0.9995524287223816
1727,PASS,0,0.9995524287223816
1728,沒有註解,1,0.999671459197998
1729,,0,0.0
1730,,0,0.0
1731,,0,0.0
1732,,0,0.0
1733,,0,0.0
1734,,0,0.0
1735,,0,0.0
1736,,0,0.0
1737,,0,0.0
1738,是,0,0.9995524287223816
1739,是,0,0.9995524287223816
1740,是,0,0.9995524287223816
1741,括號不一致,0,0.9995513558387756
1742,是,0,0.9995524287223816
1743,是,0,0.9995524287223816
1744,是,0,0.9995524287223816
1745,是,0,0.9995524287223816
1746,沒有註解,1,0.999671459197998
1747,"要開3個檔案寫,而不是都在Main",1,0.9996713399887085
1748,pass,0,0.9995524287223816
1749,pass,0,0.9995524287223816
1750,pass,0,0.9995524287223816
1751,pass,0,0.9995524287223816
1752,pass,0,0.9995524287223816
1753,pass,0,0.9995524287223816
1754,pass,0,0.9995524287223816
1755,pass,0,0.9995524287223816
1756,功能齊全,0,0.9995520710945129
1757,編譯成功,0,0.9995511174201965
1758,輸入 的提示詞 跟 notion的不太一樣,1,0.9996713399887085
1759,一致,0,0.9995524287223816
1760,是,0,0.9995524287223816
1761,是,0,0.9995524287223816
1762,是,0,0.9995524287223816
1763,是,0,0.9995524287223816
1764,註解詳盡,1,0.9996713399887085
1765,no constructor in Main.java,1,0.999671459197998
1766,pass,0,0.9995524287223816
1767,"your layout makes it difficult for the reader to understand,please add some space or enter to saperatethe statement",1,0.9996713399887085
1768,"each time you use the bracket,you use it in different way",1,0.9996713399887085
1769,pass,0,0.9995524287223816
1770,pass,0,0.9995524287223816
1771,pass,0,0.9995524287223816
1772,"your if condition should be in 2 line,for example : if(...){enter print(...)}",1,0.9996713399887085
1773,pass,0,0.9995524287223816
1774,MultiplicationTable 程式輸出排版稍有錯誤（乘號前後、逗號後應加空白），但程式計算結果正確,1,0.999671459197998
1775,編譯成功,0,0.9995511174201965
1776,註解清晰,1,0.9996713399887085
1777,符合要求,1,0.9996713399887085
1778,編譯成功,0,0.9995511174201965
1779, 排版整齊 ,1,0.9996713399887085
1780,括號一致,0,0.9995521903038025
1781,變數命名符合標準,1,0.999671459197998
1782,類別命名符合標準,1,0.999671459197998
1783,方法命名符合標準 ,1,0.999671459197998
1784,符合,0,0.9995524287223816
1785,有註解,1,0.9996713399887085
1786,符合題目要求,1,0.999671459197998
1787,編譯成功,0,0.9995511174201965
1788,,0,0.0
1789,,0,0.0
1790,,0,0.0
1791,,0,0.0
1792,,0,0.0
1793,,0,0.0
1794,,0,0.0
1795,"Calculator 未做「如果運算符號是 / 或 % 且第二個數字是 0，則顯示 Division by zero is not allowed""」錯誤處理""",1,0.999671220779419
1796,編譯成功,0,0.9995511174201965
1797,程式未註解,1,0.999671459197998
1798,計算結果正確,1,0.9996713399887085
1799,編譯成功,0,0.9995511174201965
1800,註解清晰,1,0.9996713399887085
1801,,0,0.0
1802,,0,0.0
1803,,0,0.0
1804,,0,0.0
1805,,0,0.0
1806,,0,0.0
1807,,0,0.0
1808,,0,0.0
1809,,0,0.0
1810,PASS,0,0.9995524287223816
1811,PASS,0,0.9995524287223816
1812,PASS,0,0.9995524287223816
1813,PASS,0,0.9995524287223816
1814,PASS,0,0.9995524287223816
1815,PASS,0,0.9995524287223816
1816,PASS,0,0.9995524287223816
1817,PASS,0,0.9995524287223816
1818,PASS,0,0.9995524287223816
1819,計算結果正確，不過提示使用者輸入第二隻 Pokemon 資料時誤寫成 first Pokemon,1,0.999671459197998
1820,編譯成功,0,0.9995511174201965
1821,排版整齊,1,0.9996713399887085
1822,括號有對齊,0,0.9995514750480652
1823,變數命名清楚,1,0.999671459197998
1824,類別命名清楚,1,0.999671459197998
1825,,0,0.0
1826,是,0,0.9995524287223816
1827,是,0,0.9995524287223816
1828,沒看到檔案,1,0.999671220779419
1829,沒看到檔案,1,0.999671220779419
1830,沒看到檔案,1,0.999671220779419
1831,沒看到檔案,1,0.999671220779419
1832,沒看到檔案,1,0.999671220779419
1833,沒看到檔案,1,0.999671220779419
1834,沒看到檔案,1,0.999671220779419
1835,沒看到檔案,1,0.999671220779419
1836,沒看到檔案,1,0.999671220779419
1837,pass,0,0.9995524287223816
1838,pass,0,0.9995524287223816
1839,pass,0,0.9995524287223816
1840,沒看到檔案,1,0.999671220779419
1841,沒看到檔案,1,0.999671220779419
1842,沒看到檔案,1,0.999671220779419
1843,沒看到檔案,1,0.999671220779419
1844,沒看到檔案,1,0.999671220779419
1845,沒看到檔案,1,0.999671220779419
1846,沒看到檔案,1,0.999671220779419
1847,沒看到檔案,1,0.999671220779419
1848,沒看到檔案,1,0.999671220779419
1849,有,0,0.9995524287223816
1850,是,0,0.9995524287223816
1851,非常整齊 有用空行分區 且區塊做的事情都有一致性,1,0.9996713399887085
1852,是,0,0.9995524287223816
1853,是,0,0.9995524287223816
1854,是,0,0.9995524287223816
1855,是,0,0.9995524287223816
1856,是,0,0.9995524287223816
1857,有 且清晰好懂 讚讚(`・∀・)b,1,0.9996713399887085
1858,The element priority is wrong.,1,0.9996713399887085
1859,,0,0.0
1860,The layout is not neat,1,0.9996713399887085
1861,,0,0.0
1862,,0,0.0
1863,variables are named using lowercase,1,0.9996713399887085
1864,,0,0.0
1865,,0,0.0
1866,"The annotations are too long making it not so easy to understand, making the code feel cluttered.",1,0.9996713399887085
1867,程式計算結果正確,1,0.999671459197998
1868,編譯成功,0,0.9995511174201965
1869,排版整齊,1,0.9996713399887085
1870,括號有對齊,0,0.9995514750480652
1871,變數命名清楚,1,0.999671459197998
1872,類別命名清楚,1,0.999671459197998
1873,方法命名清楚,1,0.9996713399887085
1874,是,0,0.9995524287223816
1875,是,0,0.9995524287223816
1876,沒有寫,0,0.9995514750480652
1877,是,0,0.9995524287223816
1878,沒寫所以蠻整齊的,0,0.9995354413986206
1879,是,0,0.9995524287223816
1880,否,0,0.999552309513092
1881,否,0,0.999552309513092
1882,否,0,0.999552309513092
1883,否,0,0.999552309513092
1884,否,0,0.999552309513092
1885,pass,0,0.9995524287223816
1886,pass,0,0.9995524287223816
1887,pass,0,0.9995524287223816
1888,pass,0,0.9995524287223816
1889,pass,0,0.9995524287223816
1890,pass,0,0.9995524287223816
1891,levelup()應為levelUp(),1,0.9996713399887085
1892,pass,0,0.9995524287223816
1893,pass,0,0.9995524287223816
1894,,0,0.0
1895,,0,0.0
1896,,0,0.0
1897,,0,0.0
1898,,0,0.0
1899,,0,0.0
1900,,0,0.0
1901,,0,0.0
1902,,0,0.0
1903,沒有寫,0,0.9995514750480652
1904,是,0,0.9995524287223816
1905,是,0,0.9995524287223816
1906,否,0,0.999552309513092
1907,否,0,0.999552309513092
1908,否,0,0.999552309513092
1909,否,0,0.999552309513092
1910,否,0,0.999552309513092
1911,否,0,0.999552309513092
1912,程式計算結果正確,1,0.999671459197998
1913,編譯成功,0,0.9995511174201965
1914,排版整齊,1,0.9996713399887085
1915,括號有對齊,0,0.9995514750480652
1916,變數命名清楚,1,0.999671459197998
1917,類別命名清楚,1,0.999671459197998
1918,方法命名清楚,1,0.9996713399887085
1919,是,0,0.9995524287223816
1920,是,0,0.9995524287223816
1921,輸出格式錯誤,1,0.999671459197998
1922,,0,0.0
1923,,0,0.0
1924,沒寫,0,0.999552309513092
1925,沒寫,0,0.999552309513092
1926,沒寫,0,0.999552309513092
1927,,0,0.0
1928,,0,0.0
1929,,0,0.0
1930,,0,0.0
1931,,0,0.0
1932,,0,0.0
1933,,0,0.0
1934,,0,0.0
1935,,0,0.0
1936,沒有Pokemon和Gym類別,1,0.999671459197998
1937,不行編譯，剩餘檔案沒上傳,1,0.9996713399887085
1938,pass,0,0.9995524287223816
1939,pass,0,0.9995524287223816
1940,pass,0,0.9995524287223816
1941,pass,0,0.9995524287223816
1942,沒看到方法命名,1,0.999671459197998
1943,pass,0,0.9995524287223816
1944,pass,0,0.9995524287223816
1945,有達到,0,0.9995521903038025
1946,可編譯,0,0.9995517134666443
1947,排版整齊,1,0.9996713399887085
1948,排版一致,1,0.6218765377998352
1949,符合,0,0.9995524287223816
1950,符合,0,0.9995524287223816
1951,符合,0,0.9995524287223816
1952,符合,0,0.9995524287223816
1953,有註解,1,0.9996713399887085
1954,the print output is not as expected,1,0.999671459197998
1955,,0,0.0
1956,,0,0.0
1957,,0,0.0
1958,,0,0.0
1959,,0,0.0
1960,,0,0.0
1961,,0,0.0
1962,,0,0.0
1963,pass,0,0.9995524287223816
1964,pass,0,0.9995524287223816
1965,pass,0,0.9995524287223816
1966,pass,0,0.9995524287223816
1967,pass,0,0.9995524287223816
1968,pass,0,0.9995524287223816
1969,PASS,0,0.9995524287223816
1970,PASS,0,0.9995524287223816
1971,PASS,0,0.9995524287223816
1972,符合,0,0.9995524287223816
1973,可編譯,0,0.9995517134666443
1974,符合,0,0.9995524287223816
1975,符合,0,0.9995524287223816
1976,符合,0,0.9995524287223816
1977,符合,0,0.9995524287223816
1978,符合,0,0.9995524287223816
1979,符合,0,0.9995524287223816
1980,符合,0,0.9995524287223816
1981,pass,0,0.9995524287223816
1982,不知道為甚麼我無法編譯，但我認為是我的問題,1,0.9996713399887085
1983,pass,0,0.9995524287223816
1984,pass,0,0.9995524287223816
1985,pass,0,0.9995524287223816
1986,pass,0,0.9995524287223816
1987,,0,0.0
1988,,0,0.0
1989,,0,0.0
1990,PASS,0,0.9995524287223816
1991,PASS,0,0.9995524287223816
1992,無註解,1,0.9996713399887085
1993,PASS,0,0.9995524287223816
1994,PASS,0,0.9995524287223816
1995,PASS,0,0.9995524287223816
1996,未完成,0,0.9986245632171631
1997,未完成,0,0.9986245632171631
1998,未完成,0,0.9986245632171631
1999,未完成,0,0.9986245632171631
2000,未完成,0,0.9986245632171631
2001,未完成,0,0.9986245632171631
2002,未完成,0,0.9986245632171631
2003,未完成,0,0.9986245632171631
2004,未完成,0,0.9986245632171631
2005,,0,0.0
2006,,0,0.0
2007,需注意CheckStyle,1,0.9996711015701294
2008,,0,0.0
2009,,0,0.0
2010,FirstPokemon 跟 SecondPokemon需更改,1,0.9996711015701294
2011,FirstPokemon 跟 SecondPokemon需更改,1,0.9996711015701294
2012,,0,0.0
2013,,0,0.0
2014,,0,0.0
2015,,0,0.0
2016,CheckStyle 需注意,1,0.9996709823608398
2017,,0,0.0
2018,,0,0.0
2019,,0,0.0
2020,,0,0.0
2021,,0,0.0
2022,,0,0.0
2023,,0,0.0
2024,,0,0.0
2025,CheckStyle 需注意,1,0.9996709823608398
2026,,0,0.0
2027,,0,0.0
2028,,0,0.0
2029,,0,0.0
2030,,0,0.0
2031,,0,0.0
2032,,0,0.0
2033,,0,0.0
2034,CheckStyle 需注意,1,0.9996709823608398
2035,,0,0.0
2036,,0,0.0
2037,,0,0.0
2038,,0,0.0
2039,,0,0.0
2040,,0,0.0
2041,,0,0.0
2042,,0,0.0
2043,,0,0.0
2044,,0,0.0
2045,,0,0.0
2046,CheckSytle 需注意,1,0.999581515789032
2047,,0,0.0
2048,,0,0.0
2049,CheckStyle 需注意,1,0.9996709823608398
2050,"符合要求，跟上次一樣Calculator輸出時包含小數點""，MultiplicationTable輸出時每行最後沒有'，'""",1,0.9996713399887085
2051,編譯成功,0,0.9995511174201965
2052,有明確的注解説明,1,0.999671459197998
2053,"跟題目要求符合，只是MultiplicationTable""中間沒有顯示空格而已。""",1,0.999671459197998
2054,編譯成功,0,0.9995511174201965
2055,沒有注解，但容易懂的邏輯,1,0.999671459197998
2056,"Calculator 題目"" : 我也寫作業的時候，沒發現下面 **錯誤處理：** - 如果運算符號是 / 或 % 且第二個數字是 0，則顯示 ""Division by zero is not allowed"" 的錯誤訊息。""",1,0.999671459197998
2057,編譯成功,0,0.9995511174201965
2058,	沒有特別用注解説明，但邏輯很簡單,1,0.999671459197998
2059,沒寫,0,0.999552309513092
2060,沒寫,0,0.999552309513092
2061,沒寫,0,0.999552309513092
2062,沒寫,0,0.999552309513092
2063,沒寫,0,0.999552309513092
2064,沒寫,0,0.999552309513092
2065,沒寫,0,0.999552309513092
2066,沒寫,0,0.999552309513092
2067,沒寫,0,0.999552309513092
2068,,0,0.0
2069,,0,0.0
2070,,0,0.0
2071,,0,0.0
2072,,0,0.0
2073,,0,0.0
2074,,0,0.0
2075,,0,0.0
2076,沒有註解,1,0.999671459197998
2077,沒有東西,0,0.7175933718681335
2078,沒有東西,0,0.7175933718681335
2079,沒有東西,0,0.7175933718681335
2080,沒有東西,0,0.7175933718681335
2081,沒有東西,0,0.7175933718681335
2082,沒有東西,0,0.7175933718681335
2083,沒有東西,0,0.7175933718681335
2084,沒有東西,0,0.7175933718681335
2085,沒有東西,0,0.7175933718681335
2086,不符合題目要求,1,0.999671459197998
2087,,0,0.0
2088,,0,0.0
2089,,0,0.0
2090,,0,0.0
2091,,0,0.0
2092,,0,0.0
2093,,0,0.0
2094,,0,0.0
2095,跟要求符合,0,0.509006917476654
2096,編譯成功,0,0.9995511174201965
2097,寫程式的很整齊,1,0.9996713399887085
2098,有一致性,0,0.999552309513092
2099,都很明確,0,0.5682759284973145
2100,類別名稱也沒問題,1,0.9996711015701294
2101,都很符合,0,0.9995521903038025
2102,"if, else 跟 return 寫在同一行但閲讀上沒問題的感覺",1,0.9996713399887085
2103,注解説明有幫助瞭解程式,1,0.999671459197998
2104,"跟要求符合，只是levelUp()方法會收到parameter(candy)，instance.levelUp()""這樣來進行合理的感覺，不然instance的candy不會減少""",1,0.999671220779419
2105,編譯成功,0,0.9995511174201965
2106,寫得很整齊,0,0.9995520710945129
2107,有一致性,0,0.999552309513092
2108,變數很符合,0,0.6248900294303894
2109,類別命名也很符合,1,0.9996713399887085
2110,感覺 toStirng() -> displayInfo(),1,0.999670147895813
2111,几乎都是，閲讀上沒問題,0,0.5570452809333801
2112,很好,0,0.9995524287223816
2113,跟要求符合，只是Pokemon 建構子（Constructor）**：  - 創建一個建構子，**接受四個參數**來初始化上述屬性。Gym 建構子（Constructor）**：  - 創建一個建構子，接受一個參數來初始化 `name` 屬性。,1,0.999671459197998
2114,編譯成功,0,0.9995511174201965
2115,寫得很整齊,0,0.9995520710945129
2116,有一致性,0,0.999552309513092
2117,很符合，很標准,1,0.999671220779419
2118,都沒問題,0,0.9995519518852234
2119,也都沒問題,0,0.9995518326759338
2120,是的，一行一個敘述,1,0.9996192455291748
2121,有注解説明,1,0.9996713399887085
2122,,0,0.0
2123,,0,0.0
2124,,0,0.0
2125,,0,0.0
2126,,0,0.0
2127,,0,0.0
2128,,0,0.0
2129,,0,0.0
2130,,0,0.0
2131,,0,0.0
2132,,0,0.0
2133,,0,0.0
2134,,0,0.0
2135,,0,0.0
2136,,0,0.0
2137,,0,0.0
2138,,0,0.0
2139,,0,0.0
2140,pass,0,0.9995524287223816
2141,pass,0,0.9995524287223816
2142,註解明確,1,0.999671459197998
2143,檔案裏沒有程序,1,0.9996713399887085
2144,檔案裏沒有程序,1,0.9996713399887085
2145,檔案裏沒有程序,1,0.9996713399887085
2146,檔案裏沒有程序,1,0.9996713399887085
2147,檔案裏沒有程序,1,0.9996713399887085
2148,檔案裏沒有程序,1,0.9996713399887085
2149,檔案裏沒有程序,1,0.9996713399887085
2150,檔案裏沒有程序,1,0.9996713399887085
2151,檔案裏沒有程序,1,0.9996713399887085
2152,pass,0,0.9995524287223816
2153,pass,0,0.9995524287223816
2154,pass,0,0.9995524287223816
2155,九九乘法表每行最後要加逗號,1,0.9996713399887085
2156,pass,0,0.9995524287223816
2157,pass,0,0.9995524287223816
2158,NICE,0,0.9995524287223816
2159,NICE,0,0.9995524287223816
2160,NICE,0,0.9995524287223816
2161,NICE,0,0.9995524287223816
2162,NICE,0,0.9995524287223816
2163,.,0,0.9995524287223816
2164,empty,0,0.9995521903038025
2165,empty,0,0.9995521903038025
2166,empty,0,0.9995521903038025
2167,,0,0.0
2168,,0,0.0
2169,,0,0.0
2170,,0,0.0
2171,,0,0.0
2172,,0,0.0
2173,,0,0.0
2174,,0,0.0
2175,,0,0.0
2176,,0,0.0
2177,,0,0.0
2178,,0,0.0
2179,,0,0.0
2180,,0,0.0
2181,,0,0.0
2182,,0,0.0
2183,,0,0.0
2184,沒有提供解釋,1,0.999671459197998
2185,good,0,0.9995524287223816
2186,good,0,0.9995524287223816
2187,good,0,0.9995524287223816
2188,good,0,0.9995524287223816
2189,good,0,0.9995524287223816
2190,good,0,0.9995524287223816
2191,good,0,0.9995524287223816
2192,good,0,0.9995524287223816
2193,good,0,0.9995524287223816
2194,,0,0.0
2195,,0,0.0
2196,,0,0.0
2197,,0,0.0
2198,,0,0.0
2199,,0,0.0
2200,文檔中沒有程式碼,1,0.999671459197998
2201,文檔中沒有程式碼,1,0.999671459197998
2202,文檔中沒有程式碼,1,0.999671459197998
2203,沒有 都空白,0,0.6551264524459839
2204,沒有 ,0,0.9995521903038025
2205,沒有 ,0,0.9995521903038025
2206,有 正確,1,0.5559393763542175
2207,成功,0,0.9995524287223816
2208,沒有註解,1,0.999671459197998
2209,有 正確,1,0.5559393763542175
2210,成功,0,0.9995524287223816
2211,沒有註解,1,0.999671459197998
2212,有 正確,1,0.5559393763542175
2213,成功,0,0.9995524287223816
2214,是,0,0.9995524287223816
2215,是,0,0.9995524287223816
2216,是,0,0.9995524287223816
2217,是,0,0.9995524287223816
2218,是,0,0.9995524287223816
2219,是,0,0.9995524287223816
2220,沒有註解,1,0.999671459197998
2221,有 正確,1,0.5559393763542175
2222,成功,0,0.9995524287223816
2223,是,0,0.9995524287223816
2224,是,0,0.9995524287223816
2225,是,0,0.9995524287223816
2226,是,0,0.9995524287223816
2227,是,0,0.9995524287223816
2228,是,0,0.9995524287223816
2229,是,0,0.9995524287223816
2230,沒有 空白,0,0.9994764924049377
2231,空白,0,0.9995524287223816
2232,空白,0,0.9995524287223816
2233,空白,0,0.9995524287223816
2234,空白,0,0.9995524287223816
2235,空白,0,0.9995524287223816
2236,空白,0,0.9995524287223816
2237,空白,0,0.9995524287223816
2238,空白,0,0.9995524287223816
2239,,0,0.0
2240,,0,0.0
2241,,0,0.0
2242,,0,0.0
2243,,0,0.0
2244,,0,0.0
2245,,0,0.0
2246,,0,0.0
2247,,0,0.0
2248,,0,0.0
2249,,0,0.0
2250,,0,0.0
2251,,0,0.0
2252,,0,0.0
2253,,0,0.0
2254,,0,0.0
2255,,0,0.0
2256,,0,0.0
2257,,0,0.0
2258,,0,0.0
2259,,0,0.0
2260,,0,0.0
2261,,0,0.0
2262,,0,0.0
2263,,0,0.0
2264,,0,0.0
2265,,0,0.0
2266,無法升級,0,0.5828608870506287
2267,是，但無法升級,1,0.9996713399887085
2268,,0,0.0
2269,,0,0.0
2270,,0,0.0
2271,,0,0.0
2272,,0,0.0
2273,,0,0.0
2274,,0,0.0
2275,無法升級,0,0.5828608870506287
2276,無法升級,0,0.5828608870506287
2277,,0,0.0
2278,,0,0.0
2279,,0,0.0
2280,,0,0.0
2281,,0,0.0
2282,,0,0.0
2283,,0,0.0
2284,檔案沒繳齊,1,0.999671220779419
2285,檔案沒繳齊,1,0.999671220779419
2286,,0,0.0
2287,,0,0.0
2288,,0,0.0
2289,,0,0.0
2290,,0,0.0
2291,,0,0.0
2292,,0,0.0
2293,,0,0.0
2294,,0,0.0
2295,else if 的縮排可以稍微對齊,1,0.9996713399887085
2296,,0,0.0
2297,,0,0.0
2298,,0,0.0
2299,,0,0.0
2300,,0,0.0
2301,,0,0.0
2302,沒有push到Pokemon和Gym檔案,1,0.999671459197998
2303,只有Main執行檔，沒其他類別檔案，無法執行,1,0.999671459197998
2304,,0,0.0
2305,,0,0.0
2306,,0,0.0
2307,,0,0.0
2308,,0,0.0
2309,,0,0.0
2310,,0,0.0
2311,,0,0.0
2312,,0,0.0
2313,,0,0.0
2314,,0,0.0
2315,,0,0.0
2316,,0,0.0
2317,,0,0.0
2318,,0,0.0
2319,Gym類別沒有任何註解,1,0.999671459197998
2320,,0,0.0
2321,,0,0.0
2322,,0,0.0
2323,,0,0.0
2324,,0,0.0
2325,,0,0.0
2326,,0,0.0
2327,,0,0.0
2328,,0,0.0
2329,,0,0.0
2330,,0,0.0
2331,,0,0.0
2332,,0,0.0
2333,,0,0.0
2334,,0,0.0
2335,,0,0.0
2336,,0,0.0
2337,,0,0.0
2338,檔案裏沒有程序,1,0.9996713399887085
2339,檔案裏沒有程序,1,0.9996713399887085
2340,檔案裏沒有程序,1,0.9996713399887085
2341,檔案裏沒有程序,1,0.9996713399887085
2342,檔案裏沒有程序,1,0.9996713399887085
2343,檔案裏沒有程序,1,0.9996713399887085
2344,檔案裏沒有程序,1,0.9996713399887085
2345,檔案裏沒有程序,1,0.9996713399887085
2346,檔案裏沒有程序,1,0.9996713399887085
2347,,0,0.0
2348,,0,0.0
2349,,0,0.0
2350,,0,0.0
2351,,0,0.0
2352,,0,0.0
2353,,0,0.0
2354,,0,0.0
2355,,0,0.0
2356,沒檔案,0,0.6877217292785645
2357,沒檔案,0,0.6877217292785645
2358,沒檔案,0,0.6877217292785645
2359,沒檔案,0,0.6877217292785645
2360,沒檔案,0,0.6877217292785645
2361,沒檔案,0,0.6877217292785645
2362,沒檔案,0,0.6877217292785645
2363,沒檔案,0,0.6877217292785645
2364,沒檔案,0,0.6877217292785645
2365,無法成功編譯,1,0.9996713399887085
2366,建構子錯誤，無法編譯,1,0.999671459197998
2367,,0,0.0
2368,,0,0.0
2369,,0,0.0
2370,,0,0.0
2371,,0,0.0
2372,,0,0.0
2373,沒有class的註解,1,0.999671459197998
2374,沒有印出最後贏的寶可夢,1,0.999671459197998
2375,,0,0.0
2376,,0,0.0
2377,,0,0.0
2378,,0,0.0
2379,,0,0.0
2380,,0,0.0
2381,,0,0.0
2382,,0,0.0
2383,印出奇怪的東西(打完獲勝應該沒有要升級)3的糖果不足 只有2的糖果不足 只有2顆Enter the name of the Pokemon(type 'exit' to quit):,1,0.9996713399887085
2384,,0,0.0
2385,,0,0.0
2386,,0,0.0
2387,,0,0.0
2388,,0,0.0
2389,,0,0.0
2390,,0,0.0
2391,沒有註解,1,0.999671459197998
2392,沒有照格式輸出,1,0.999671459197998
2393,是,0,0.9995524287223816
2394,是,0,0.9995524287223816
2395,是,0,0.9995524287223816
2396,是,0,0.9995524287223816
2397,是,0,0.9995524287223816
2398,是,0,0.9995524287223816
2399,是,0,0.9995524287223816
2400,是,0,0.9995524287223816
2401,class要分開寫，要英文輸出,1,0.999671459197998
2402,,0,0.0
2403,,0,0.0
2404,,0,0.0
2405,,0,0.0
2406,,0,0.0
2407,,0,0.0
2408,,0,0.0
2409,,0,0.0
2410,是,0,0.9995524287223816
2411,是,0,0.9995524287223816
2412,是,0,0.9995524287223816
2413,是,0,0.9995524287223816
2414,是,0,0.9995524287223816
2415,是,0,0.9995524287223816
2416,是,0,0.9995524287223816
2417,是,0,0.9995524287223816
2418,是,0,0.9995524287223816
2419,是,0,0.9995524287223816
2420,是,0,0.9995524287223816
2421,是,0,0.9995524287223816
2422,是,0,0.9995524287223816
2423,是,0,0.9995524287223816
2424,是,0,0.9995524287223816
2425,是,0,0.9995524287223816
2426,是,0,0.9995524287223816
2427,是,0,0.9995524287223816
2428,是,0,0.9995524287223816
2429,是,0,0.9995524287223816
2430,是,0,0.9995524287223816
2431,是,0,0.9995524287223816
2432,是,0,0.9995524287223816
2433,是,0,0.9995524287223816
2434,是,0,0.9995524287223816
2435,是,0,0.9995524287223816
2436,是,0,0.9995524287223816
2437,沒看到東西,0,0.7802562713623047
2438,沒看到東西,0,0.7802562713623047
2439,沒看到東西,0,0.7802562713623047
2440,沒看到東西,0,0.7802562713623047
2441,沒看到東西,0,0.7802562713623047
2442,沒看到東西,0,0.7802562713623047
2443,沒看到東西,0,0.7802562713623047
2444,沒看到東西,0,0.7802562713623047
2445,沒看到東西,0,0.7802562713623047
2446,沒看到東西,0,0.7802562713623047
2447,沒看到東西,0,0.7802562713623047
2448,沒看到東西,0,0.7802562713623047
2449,沒看到東西,0,0.7802562713623047
2450,沒看到東西,0,0.7802562713623047
2451,沒看到東西,0,0.7802562713623047
2452,沒看到東西,0,0.7802562713623047
2453,沒看到東西,0,0.7802562713623047
2454,沒看到東西,0,0.7802563905715942
2455,,0,0.0
2456,,0,0.0
2457,,0,0.0
2458,,0,0.0
2459,,0,0.0
2460,,0,0.0
2461,,0,0.0
2462,,0,0.0
2463,,0,0.0
2464,,0,0.0
2465,,0,0.0
2466,,0,0.0
2467,,0,0.0
2468,,0,0.0
2469,,0,0.0
2470,,0,0.0
2471,,0,0.0
2472,,0,0.0
2473,,0,0.0
2474,,0,0.0
2475,,0,0.0
2476,,0,0.0
2477,,0,0.0
2478,,0,0.0
2479,,0,0.0
2480,,0,0.0
2481,,0,0.0
2482,未完成,0,0.9986245632171631
2483,未完成,0,0.9986245632171631
2484,未完成,0,0.9986245632171631
2485,未完成,0,0.9986245632171631
2486,未完成,0,0.9986245632171631
2487,未完成,0,0.9986245632171631
2488,未完成,0,0.9986245632171631
2489,未完成,0,0.9986245632171631
2490,未完成,0,0.9986245632171631
2491,,0,0.0
2492,,0,0.0
2493,,0,0.0
2494,,0,0.0
2495,,0,0.0
2496,,0,0.0
2497,,0,0.0
2498,,0,0.0
2499,,0,0.0
2500,,0,0.0
2501,,0,0.0
2502,,0,0.0
